"","symbols","allENT","moduleColors","riBAQ 17","riBAQ 18","riBAQ 35","riBAQ 36","riBAQ 19","riBAQ 20","riBAQ 21","riBAQ 22","riBAQ 23","riBAQ 37","riBAQ 38","riBAQ 39","riBAQ 40","riBAQ 41","riBAQ 24","riBAQ 25","riBAQ 26","riBAQ 42","riBAQ 43"
"412","CSRP1","ENSG00000159176","turquoise",0.000413468,0.000805321,0.000585054,0.00058451,0.000836301,0.000869868,0.000797195,0.001057936,0.000845639,0.000622805,0.000937692,0.000924322,0.001194097,0.000820416,0.001192625,0.001464295,0.002108746,0.001843098,0.001245547
"413","CST3","ENSG00000101439","grey",0.00017153,0.00031201,0.000235665,0.000117407,0,0.000497087,0,0.00025477,0.000252607,0.000341859,0.000372524,0.000401798,0.000170519,0.000329844,0.000611907,0.000222129,0.000225363,0.000284828,0.00022995
"414","CSTB","ENSG00000160213","grey",0.001798067,0.002140774,0.001702833,0.00155213,0.002083243,0.002300583,0.001951224,0.00249062,0.002405333,0.001602441,0.002071448,0.001914817,0.002527668,0.002516128,0.001746787,0.001815805,0.002695581,0.003161738,0.002094677
"415","CTBP1","ENSG00000159692","black",9.52e-05,8.72e-05,0.000126308,0.000150694,8.01e-05,6.33e-05,8.07e-05,9.36e-05,8.01e-05,0.000116638,9.68e-05,4.33e-05,6.09e-05,9.24e-05,3.48e-05,2.98e-05,0,2.56e-05,2.87e-05
"416","CTNNA1","ENSG00000044115","turquoise",0,0,0,0,0,0,0,0,0,0,4.86e-06,0,6.86e-06,0,1.29e-05,1.18e-05,2.18e-05,9.83e-06,1.38e-05
"417","CTNNA2","ENSG00000066032","grey",0.000194029,0.000230212,0.000239129,0.000211338,0.000174568,0.000189318,0.000167847,0.000183811,0.000159923,0.000216087,0.000201937,0.000175681,0.000196479,0.00013107,0.00013897,0.000246261,0.000278824,0.000179138,0.000224781
"418","CTNNB1","ENSG00000168036","grey",0.00012774,0.001092873,0.000495388,0.000613273,0.001266665,0.001808882,0.001301359,0.001124943,0.001220159,0.000488952,0.000744752,0.001253221,0.000866206,0.000690377,0.001161549,0.000828819,0.000918016,0.000872639,0.000527454
"419","CTNND1","ENSG00000198561","grey",2.96e-05,3.36e-05,4.5e-05,3.71e-05,1.69e-05,1.34e-05,2.4e-05,2.14e-05,1.83e-05,2.33e-05,2.6e-05,2.02e-05,1.58e-05,1.01e-05,2.26e-05,3.73e-05,4.25e-05,2.03e-05,3.01e-05
"420","CTNND2","ENSG00000169862","turquoise",6.63e-05,9.02e-05,7.21e-05,6.55e-05,4.16e-05,3.84e-05,7.42e-05,8.28e-05,7.59e-05,5.42e-05,7.33e-05,4.7e-05,5.54e-05,4.81e-05,6.33e-05,0.000101313,0.000148869,4.19e-05,9.84e-05
"421","CTSB","ENSG00000285132","black",0.000142263,0.000113283,0.000103009,9.2e-05,0.00015288,0.000254281,0.000130043,0.00017052,0.00016743,0.000140064,0.00015605,0.000208867,0.000341974,0.000131613,0.000269092,0.000282545,0.000244184,0.000309738,0.000382084
"422","CTSD","ENSG00000117984","turquoise",0.000589634,0.00041109,0.000766234,0.000543663,0.000637541,0.00084874,0.0006284,0.000719394,0.000593374,0.000638279,0.000528176,0.001089885,0.00138024,0.000899014,0.001448518,0.001940519,0.001593226,0.001568885,0.002523143
"423","CTSH","ENSG00000103811","turquoise",0,0,0,0,0,0,0,2.58e-05,2.89e-05,0,0,0,0,0,0,0.000176167,0.000102116,0.000117548,0.000141951
"424","CTTN","ENSG00000288401","turquoise",1.72e-05,2.07e-05,2.15e-05,3.46e-05,0,2.34e-05,1.86e-05,1.37e-05,2.5e-05,3.29e-05,2.01e-05,2.58e-05,2.29e-05,2.38e-05,0,0,1.57e-05,0,0
"425","CUL1","ENSG00000055130","black",1.76e-05,2.53e-05,3.17e-05,3.16e-05,2.16e-05,1.91e-05,2.1e-05,2.59e-05,1.78e-05,2.74e-05,2.56e-05,1.76e-05,1.49e-05,2.79e-05,9.88e-06,1.1e-05,0,7.81e-06,7.3e-06
"426","CUL2","ENSG00000108094","black",1.18e-05,2.48e-05,3.5e-05,4.43e-05,2.19e-05,2.17e-05,2.86e-05,3.87e-05,2.42e-05,4.5e-05,3.52e-05,1.17e-05,0,3.38e-05,1.1e-05,0,1.23e-05,8.84e-06,0
"427","CUL3","ENSG00000036257","black",5.92e-05,5.89e-05,7.74e-05,7.11e-05,7.11e-05,5.87e-05,7.07e-05,6.85e-05,5.95e-05,6.91e-05,6.44e-05,5.68e-05,3.42e-05,6.29e-05,3.94e-05,2.85e-05,4.38e-05,3.76e-05,2.78e-05
"428","CUL4B","ENSG00000158290","turquoise",1.55e-05,1.61e-05,1.48e-05,1.09e-05,2.06e-05,1.53e-05,2.06e-05,2.41e-05,2.61e-05,1.69e-05,1.54e-05,1.23e-05,6.87e-06,1.96e-05,1e-05,7.11e-06,7.92e-06,0,1.05e-05
"429","CUL5","ENSG00000166266","black",2.1e-05,3.29e-05,3.64e-05,4.28e-05,3.78e-05,3.29e-05,3.16e-05,4.03e-05,3.49e-05,4.42e-05,4.05e-05,2.01e-05,2.06e-05,3.16e-05,1.76e-05,2.13e-05,2.01e-05,1.25e-05,1.53e-05
"430","CXADR","ENSG00000154639","black",6.89e-05,9.64e-05,0.000196827,0.000218186,0.00012174,4.72e-05,5.62e-05,6.3e-05,5.68e-05,7.59e-05,6.4e-05,5.46e-05,4.76e-05,0.000113969,3.98e-05,4.49e-05,2.76e-05,3.59e-05,2.43e-05
"431","CYB5R1","ENSG00000159348","turquoise",0,0,0,0,0.000179036,4.87e-05,4.51e-05,0,0,0,0,0,0,2.17e-05,0.000130354,9.64e-05,6.17e-05,0.00017179,0.000266494
"432","CYB5R2","ENSG00000166394","grey",0,0,0,0,2.55e-05,4.45e-05,8.13e-05,4.87e-05,4.66e-05,0,3.36e-05,2.91e-05,5.7e-05,5.08e-05,4.3e-05,0,0,0,2.1e-05
"433","CYB5R3","ENSG00000100243","green",0.000348421,0.000308062,0.000209183,0.000248951,0.000663784,0.001002041,0.000703786,0.000461718,0.000343777,0.000630093,0.000477371,0.000386447,0.000395136,0.000298724,0.000906955,0.001031004,0.001152104,0.001453158,0.001123771
"434","CYBB","ENSG00000165168","turquoise",3.41e-05,2.54e-05,2.16e-05,2.1e-05,3.23e-05,6.85e-05,5.61e-05,8.71e-05,4.69e-05,4.55e-05,3.28e-05,3.47e-05,1.82e-05,2.78e-05,0.000105052,0.000117123,8.8e-05,9.79e-05,8.18e-05
"435","CYC1","ENSG00000179091","turquoise",5.41e-05,0,0,0,0.000151952,0.000161489,7.88e-05,8.85e-05,0,9.49e-05,3.7e-05,5.07e-05,4.66e-05,0,0.000251418,0.000676909,0.00032238,0.000208997,0.00100282
"436","CYCS","ENSG00000172115","turquoise",0.00255771,0.00231789,0.002155533,0.001597998,0.001229529,0.002226956,0.002201289,0.002986375,0.002481648,0.001291446,0.00187828,0.002256898,0.003894107,0.001939389,0.001448518,0.001150611,0.000999439,0.001070769,0.000962645
"437","CYFIP1","ENSG00000288461","turquoise",8.46e-06,7.44e-06,7.07e-06,7.12e-06,9.1e-06,9.26e-06,1.52e-05,1.16e-05,9.53e-06,8.12e-06,8.87e-06,8.72e-06,5.49e-06,6.27e-06,7.3e-06,1.75e-05,1.38e-05,2.14e-05,1.61e-05
"438","CYFIP2","ENSG00000055163","black",0.000191073,0.000197573,0.000212455,0.000196122,0.000268583,0.000125942,0.000179257,0.000183588,0.000157971,0.000146577,0.000125127,0.000103476,7.49e-05,0.000125195,8.03e-05,6.02e-05,5.36e-05,5.31e-05,6.89e-05
"439","CYP4F11","ENSG00000171903","turquoise",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.68e-06,1.97e-05,2.32e-05,1.47e-05
"440","DAAM1","ENSG00000100592","grey",8.44e-06,1.41e-05,1.31e-05,1.6e-05,2.05e-05,1.21e-05,6.53e-06,1.27e-05,8.28e-06,1.38e-05,1.21e-05,1.18e-05,6.49e-06,1.29e-05,7.16e-06,1.42e-05,1.75e-05,2.02e-05,1.29e-05
"441","DAAM2","ENSG00000146122","turquoise",1.57e-05,0,1.47e-05,1.21e-05,9.59e-06,1.24e-05,9.87e-06,1.95e-05,7.42e-06,1.17e-05,1.75e-05,1e-05,8.86e-06,6.44e-06,1.8e-05,4.54e-05,3.12e-05,2.75e-05,4.22e-05
"442","DAG1","ENSG00000173402","turquoise",2.35e-05,8.87e-06,1.2e-05,1.76e-05,1.72e-05,1.64e-05,3.53e-05,2.34e-05,2.55e-05,1.46e-05,2.18e-05,3.08e-05,3.61e-05,2.31e-05,4.24e-05,5.38e-05,5.25e-05,4.29e-05,6.65e-05
"443","DAK",NA,"grey",1.67e-05,0,1.47e-05,8.11e-06,1.95e-05,1.89e-05,0,2.09e-05,1.53e-05,1.5e-05,1.34e-05,0,1.17e-05,2.16e-05,2.01e-05,0,2.12e-05,1.19e-05,1.49e-05
"444","DARS",NA,"green",4.06e-05,4.82e-05,3.1e-05,4.3e-05,3.05e-05,5.75e-05,3.78e-05,5.54e-05,2.88e-05,4.09e-05,4.23e-05,4.54e-05,4.27e-05,3.71e-05,6.39e-05,5.17e-05,5.56e-05,9.72e-05,4.87e-05
"445","DBI","ENSG00000155368","turquoise",0,0,0,0,0.00523534,0,0,0.00696774,0,0,0,0.00427966,0,0.006296627,0,0.011096566,0.013228414,0.01182434,0.007418216
"446","DBN1","ENSG00000113758","black",4.19e-05,6.37e-05,6.29e-05,6.62e-05,3.85e-05,3.09e-05,2.31e-05,4.92e-05,4.25e-05,5.33e-05,5.39e-05,4.43e-05,4.04e-05,4.51e-05,2.73e-05,4.47e-05,3.76e-05,3.72e-05,4.39e-05
"447","DBNL","ENSG00000136279","black",3.4e-05,6.05e-05,7.95e-05,8.12e-05,3.07e-05,4.27e-05,3.44e-05,3.12e-05,2.93e-05,5.74e-05,4.83e-05,3.64e-05,2.47e-05,4.3e-05,2.69e-05,3.51e-05,3.28e-05,4.93e-05,2.41e-05
"448","DCD","ENSG00000161634","grey",0.001929946,0.000605281,0.003160743,0.002365157,0.001181913,0.001715763,0.000573036,0.000483544,0.000796878,0.001043807,0.0011808,0.007208281,0.003866248,0.003116143,0.000366647,0.000928188,0.000529197,0.003006998,0.002017822
"449","DCLK1","ENSG00000133083","black",6.67e-05,0.000191747,0.000171453,0.000147038,8.54e-05,8.93e-05,5.47e-05,9.76e-05,9.03e-05,8.61e-05,0.000104416,5.2e-05,6.81e-05,6.38e-05,6.22e-05,0.000124925,0.000109676,9.29e-05,0.000110091
"450","DCLK2","ENSG00000170390","turquoise",1.18e-05,2.51e-05,1.69e-05,1.81e-05,1.04e-05,1.91e-05,6.33e-06,1.16e-05,6.13e-06,1.15e-05,1.69e-05,4.12e-06,8.99e-06,9.64e-06,1.24e-05,2.82e-05,1.83e-05,2.58e-05,2.78e-05
"451","DCTN1","ENSG00000204843","black",3.39e-05,0.000127534,8.74e-05,0.000115529,4.19e-05,9.27e-05,5.77e-05,8.35e-05,4.41e-05,9.99e-05,0.000116651,3.45e-05,3.8e-05,5.74e-05,3.9e-05,3.15e-05,3.42e-05,3.6e-05,2.05e-05
"452","DCTN2","ENSG00000175203","black",0.000101596,0.000397589,0.000234626,0.000324308,0.000131065,0.000291073,0.000134185,0.000224405,0.000124023,0.000338288,0.000357777,0.00011616,0.000141114,0.000153874,9.65e-05,8.92e-05,8.43e-05,0.000125835,7.78e-05
"453","DCTN3","ENSG00000137100","black",4.77e-05,0.000152936,0.000123133,0.000123749,0,0.00013117,8.72e-05,0.000106023,0,0.000125137,0.000147508,0,6.46e-05,6.74e-05,0,5.49e-05,0,8.55e-05,0
"454","DCUN1D1","ENSG00000043093","black",0,7.24e-05,9.98e-05,7.38e-05,6.68e-05,0,0,0,0,7.4e-05,8.46e-05,3.25e-05,6.51e-05,4.21e-05,4.21e-05,0,0,0,0
"455","DCXR","ENSG00000169738","turquoise",7.15e-05,6.03e-05,5.63e-05,5.51e-05,6.67e-05,6.28e-05,0.000114707,7.89e-05,7.74e-05,7.02e-05,0,7.61e-05,0.00010168,5.76e-05,9.64e-05,0.000137805,0.000122015,0.000138583,0.000120775
"456","DDAH1","ENSG00000153904","black",0.002261834,0.001528874,0.001544382,0.00221147,0.001549063,0.001734757,0.002145184,0.002067885,0.002620228,0.002271124,0.001917643,0.00229125,0.002338764,0.002673386,0.002836071,0.002480839,0.0034949,0.002660448,0.002209383
"457","DDAH2","ENSG00000213722","turquoise",3.66e-05,2.15e-05,5e-05,7.58e-05,3.55e-05,4.78e-05,5.32e-05,5.82e-05,6.1e-05,5.47e-05,5.41e-05,5.43e-05,6.84e-05,5.9e-05,0.000111934,0.000115256,0.000127426,0.000210976,0.000110477
"458","DDB1","ENSG00000167986","turquoise",7.77e-05,7.61e-05,7.3e-05,6.32e-05,6.11e-05,7.25e-05,5.94e-05,7.52e-05,7.12e-05,6.41e-05,6.31e-05,7.41e-05,0.000107942,7.41e-05,6.76e-05,3.97e-05,5e-05,3.08e-05,4.13e-05
"459","DDHD2","ENSG00000085788","black",0,8.27e-06,5.8e-06,6.13e-06,0,6.86e-06,0,0,0,5.31e-06,6.31e-06,0,0,0,0,0,0,0,0
"460","DDOST","ENSG00000244038","turquoise",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96e-05,2.54e-05,8.62e-05,6.69e-05
"461","DDT","ENSG00000275003","grey",0.000543179,0.00085336,0.000727127,0.000879516,0.000635148,0.000726597,0.000767921,0.00112418,0.000826872,0.000509458,0.000772012,0.00048739,0.000949527,0.000857192,0.000579136,0.000659289,0.00052217,0.000661437,0.000784956
"462","DDX1","ENSG00000079785","black",0,2.34e-05,1.49e-05,1.65e-05,0,1.88e-05,8.14e-06,1.14e-05,0,1.93e-05,2.49e-05,0,3.85e-06,6.96e-06,0,0,0,1.24e-05,1.05e-05
"463","DDX39B","ENSG00000198563","grey",2.8e-05,7.91e-05,4.49e-05,3.66e-05,5e-05,9.36e-05,6.92e-05,6.59e-05,4.08e-05,5.34e-05,5.92e-05,3.62e-05,3.36e-05,3.28e-05,5.38e-05,6.32e-05,5.51e-05,5.91e-05,5.16e-05
"464","DDX3X","ENSG00000215301","turquoise",0,0,0,0,0,0,1.26e-05,1.14e-05,0,0,1.17e-05,0,5.58e-06,6.22e-06,7.13e-06,2.46e-05,1.24e-05,1.52e-05,1.74e-05
"465","DECR1","ENSG00000104325","turquoise",9.02e-05,1.86e-05,4.06e-05,3.05e-05,4.23e-05,2.75e-05,7.1e-05,3.91e-05,5.96e-05,2.38e-05,2.4e-05,6.39e-05,0.000139662,3.62e-05,0.000109567,0.000156753,0.00012501,8.94e-05,0.000221073
"466","DENR","ENSG00000139726","black",0,9.63e-05,8.91e-05,9.49e-05,3.24e-05,0,0,4.79e-05,0,5.72e-05,2.8e-05,0,5.66e-05,5.92e-05,0,0,0,0,0
"467","DFNA5",NA,"turquoise",8.78e-06,1.42e-05,1.12e-05,1.13e-05,1.37e-05,1.22e-05,1.47e-05,1.38e-05,0,1.63e-05,1.26e-05,6.71e-06,6.79e-06,1.01e-05,0,2.8e-05,1.89e-05,1.72e-05,2.86e-05
"468","DHRS11","ENSG00000275397","grey",2.55e-05,0,1.64e-05,1.41e-05,0,0,0,0,0,1.76e-05,0,0,0,3.09e-05,0,0,0,0,0
"469","DHRS7","ENSG00000100612","green",0,7.32e-05,3.61e-05,3.64e-05,0,0.000155492,9.07e-05,0,4.37e-05,0.000101463,0.000105211,6.23e-05,0,2.65e-05,0.000103391,0.000135985,0.000129481,0.000246229,0.000157404
"470","DIABLO","ENSG00000184047","turquoise",0,4e-05,0,0,2.21e-05,0,4.39e-05,2.84e-05,3.34e-05,2.85e-05,2.5e-05,0,0,0,0,8.74e-05,7.35e-05,8.75e-05,8.98e-05
"471","DIP2B","ENSG00000066084","grey",1.19e-05,9.17e-06,5.58e-06,6.7e-06,1.41e-05,1.28e-05,1.12e-05,9.66e-06,1.01e-05,7.97e-06,1.13e-05,7.59e-06,6.23e-06,7.34e-06,1.16e-05,5.15e-06,1.12e-05,5.41e-06,5.47e-06
"472","DIRAS2","ENSG00000165023","black",0,2.02e-05,3.82e-05,2.05e-05,0,0,0,0,0,2.23e-05,2.19e-05,0,0,0,0,0,0,0,0
"473","DKK3","ENSG00000050165","black",0,0,0,0,3.46e-05,4.31e-05,7.09e-05,3.61e-05,2.46e-05,1.14e-05,0,3.09e-05,3.72e-05,2.65e-05,3.4e-05,4.31e-05,1.71e-05,6.36e-05,5.42e-05
"474","DLAT","ENSG00000150768","turquoise",1.33e-05,0,1.46e-05,0,1.45e-05,1.84e-05,3.12e-05,1.28e-05,0,1.21e-05,9.07e-06,0,8.54e-06,1.38e-05,3.01e-05,3.48e-05,2.57e-05,2.41e-05,5.97e-05
"475","DLD","ENSG00000091140","turquoise",0.000122144,2.12e-05,4.83e-05,4.43e-05,5.38e-05,5.23e-05,7.84e-05,2.8e-05,8.01e-05,4.57e-05,2.75e-05,5.99e-05,7.35e-05,5.9e-05,8.97e-05,0.000123763,0.000150696,7.9e-05,0.000184565
"476","DLG1","ENSG00000075711","black",5.56e-05,9.64e-05,9.57e-05,8.38e-05,6.68e-05,0.000104451,3.5e-05,4.57e-05,4.66e-05,7.11e-05,8.05e-05,4.23e-05,5.84e-05,5.7e-05,2.19e-05,4.8e-05,4.47e-05,4.84e-05,5.53e-05
"477","DLG2","ENSG00000150672","black",6.42e-05,8.66e-05,7.41e-05,8.81e-05,6.75e-05,6.13e-05,5.54e-05,6.36e-05,6.14e-05,5e-05,6.17e-05,4.42e-05,4.6e-05,6.44e-05,2.79e-05,1.45e-05,1.76e-05,1.79e-05,1.49e-05
"478","DLG3","ENSG00000082458","black",2.4e-05,3.93e-05,4.81e-05,3.84e-05,1.44e-05,0,1.31e-05,1.48e-05,1.02e-05,2.5e-05,2.72e-05,8.77e-06,9.05e-06,1.26e-05,0,0,0,0,0
"479","DLG4","ENSG00000132535","black",7.05e-05,0.000140116,0.000109124,9.87e-05,4.81e-05,7.88e-05,4.77e-05,3.94e-05,5.22e-05,5.9e-05,7.86e-05,4.12e-05,2.11e-05,4.54e-05,2.09e-05,9.44e-06,0,0,0
"480","DLST","ENSG00000119689","turquoise",7.45e-05,0,5.07e-05,0,7.44e-05,7.77e-05,9.12e-05,4.55e-05,5.52e-05,4.7e-05,3.76e-05,6.53e-05,9.11e-05,5.04e-05,0.000115782,0.000131695,8.63e-05,6.5e-05,0.000238807
"481","DMD","ENSG00000198947","grey",2.61e-06,4.52e-06,2.38e-06,3.27e-06,2.21e-06,3.59e-06,7.4e-06,4.56e-06,1.63e-06,3.04e-06,3.28e-06,2.51e-06,2.53e-06,1.34e-06,4.42e-06,3.66e-06,3.1e-06,4.23e-06,5.11e-06
"482","DMTN","ENSG00000158856","black",0,4.09e-05,4.6e-05,5.78e-05,0,0,0,3.52e-05,2.67e-05,4.03e-05,2.82e-05,0,1.61e-05,4.4e-05,0,0,0,0,0
"483","DMXL2","ENSG00000104093","black",2.84e-06,1.55e-05,2.27e-05,2.42e-05,3.53e-06,5.44e-06,4.1e-06,1.19e-05,3.43e-06,1.92e-05,1.76e-05,0,0,7.2e-06,0,0,0,0,0
"484","DNAJA1","ENSG00000086061","grey",4.6e-05,7.62e-05,6.47e-05,5.98e-05,5.49e-05,5.11e-05,0,7.58e-05,0,5.51e-05,7.01e-05,5.7e-05,7.12e-05,3.9e-05,5.26e-05,8.05e-05,6.58e-05,5.52e-05,5.82e-05
"485","DNAJA2","ENSG00000069345","grey",5.05e-05,8.21e-05,7.7e-05,4.1e-05,8.04e-05,5.77e-05,4.88e-05,6.89e-05,4.61e-05,6.61e-05,7.38e-05,5.04e-05,5.94e-05,3.04e-05,3.98e-05,5.47e-05,5.2e-05,4.85e-05,5.49e-05
"486","DNAJB1","ENSG00000132002","black",0,5.32e-05,4.67e-05,3.48e-05,0,2.94e-05,2.34e-05,3.57e-05,2.31e-05,2.06e-05,4.18e-05,2.83e-05,3.24e-05,2.22e-05,0,0,2.01e-05,0,0
"487","DNAJB2","ENSG00000135924","black",0,5.49e-05,4.52e-05,5.25e-05,4.31e-05,2.91e-05,3.1e-05,3.05e-05,3.11e-05,3.9e-05,3.63e-05,0,3.23e-05,3.6e-05,0,2.43e-05,1.98e-05,0,0
"488","DNAJC5","ENSG00000101152","black",0.002384303,0.003617617,0.002405152,0.002487074,0.002902461,0.002488528,0.002823545,0.002358225,0.002102626,0.002314559,0.002022877,0.001190933,0.001014727,0.001509942,0.001246301,0.001031387,0.000787332,0.000825559,0.000813066
"489","DNAJC6","ENSG00000116675","black",2.96e-05,0.000125057,0.000109245,0.000101766,3.09e-05,4.58e-05,3.38e-05,4.02e-05,1.75e-05,7.89e-05,0.000104297,2.67e-05,1.61e-05,4.07e-05,1.55e-05,0,9.4e-06,9.88e-06,1.72e-05
"490","DNM1","ENSG00000106976","black",0.0004033,0.001008087,0.000777262,0.00082545,0.000403956,0.000544407,0.00035874,0.000326331,0.000370842,0.000527207,0.000559744,0.0003313,0.000190516,0.000288398,0.000170904,0.000183493,0.000150275,8.87e-05,0.000209794
"491","DNM1L","ENSG00000087470","black",0.000184566,0.000278684,0.000338284,0.000325103,0.000196309,0.000215923,0.000187099,0.00017526,0.00016641,0.000224189,0.000221579,8.87e-05,5.09e-05,0.0002118,8.91e-05,5.59e-05,6.77e-05,7.31e-05,5.48e-05
"492","DNM3","ENSG00000197959","black",4.02e-05,9.8e-05,5.89e-05,6.11e-05,2.85e-05,5.18e-05,4.5e-05,4.6e-05,2.71e-05,5.68e-05,5.64e-05,3.84e-05,2.89e-05,2.42e-05,1.6e-05,3.05e-05,2.4e-05,2.21e-05,2.34e-05
"493","DNPEP","ENSG00000123992","turquoise",1.88e-05,1.43e-05,1e-05,1.5e-05,1.58e-05,2.37e-05,3.14e-05,2.98e-05,1.72e-05,2.54e-05,1.87e-05,1.06e-05,2.63e-05,1.17e-05,3.45e-05,3.95e-05,4.87e-05,3.73e-05,4.17e-05
"494","DPP10","ENSG00000175497","black",0.000215459,0.000257969,0.000291536,0.000254381,0.000216259,0.000179978,0.00018677,0.000180337,0.000195309,0.000198728,0.000170733,0.000140381,0.000149899,0.000139208,6.25e-05,4.67e-05,5.51e-05,1.95e-05,5.64e-05
"495","DPP3","ENSG00000254986","grey",3.85e-05,1.75e-05,2.57e-05,2.38e-05,1.96e-05,3.28e-05,2.44e-05,3.44e-05,3.03e-05,2.09e-05,2.16e-05,2.84e-05,4.72e-05,4.16e-05,2.59e-05,2.35e-05,2.55e-05,2.12e-05,2.3e-05
"496","DPP6","ENSG00000130226","black",0.000819892,0.000886992,0.001056038,0.00098969,0.000640801,0.000518008,0.000572518,0.000660661,0.000579543,0.000843214,0.000708899,0.000509128,0.000553165,0.000633542,0.000254814,0.000223422,0.000156598,0.000168739,0.000225934
"497","DPP7","ENSG00000176978","turquoise",1.1e-05,0,0,0,1.72e-05,0,1.52e-05,2.16e-05,1.35e-05,0,9.1e-06,1.61e-05,2.32e-05,6.67e-06,2.72e-05,7.75e-05,3.69e-05,4.89e-05,5.27e-05
"498","DPYSL2","ENSG00000092964","green",0.011001518,0.008987219,0.010688367,0.010236153,0.009332257,0.008823171,0.009119946,0.009960281,0.012211893,0.011585949,0.010973326,0.011166855,0.010557486,0.013155611,0.009031132,0.006903473,0.007830487,0.005360711,0.006053275
"499","DPYSL3","ENSG00000113657","turquoise",0.000597615,0.000592431,0.000824665,0.000771158,0.000723697,0.000604547,0.000651345,0.000740427,0.000937791,0.000837451,0.000660533,0.000768843,0.000944645,0.001074344,0.000879891,0.000964833,0.001022322,0.001299791,0.001181239
"500","DPYSL4","ENSG00000151640","black",0.000157215,0.000145908,0.000214803,0.000224236,0.000115996,0.000108897,0.000122649,0.000127523,0.000140148,0.000143081,0.000105022,7.19e-05,6.07e-05,0.00020641,5.91e-05,3.43e-05,5.35e-05,3.61e-05,3.48e-05
"501","DPYSL5","ENSG00000157851","grey",0.000480486,0.000444406,0.000591617,0.000528487,0.000485573,0.000330362,0.000426557,0.000555557,0.000464025,0.000501188,0.000364889,0.000314176,0.000351814,0.000504985,0.000247983,0.000905301,0.000448036,0.000167082,0.000385388
"502","DSC1","ENSG00000134765","grey",1.54e-05,6.2e-05,3.26e-05,2.35e-05,2.49e-05,3.7e-05,4.38e-05,0,0,1.57e-05,1.11e-05,0.000139098,6.38e-05,9.96e-05,0,0,0,5.28e-05,8.38e-05
"503","DSG1","ENSG00000134760","grey",2.55e-05,9.75e-05,4.41e-05,4.42e-05,3.69e-05,7.02e-05,8.39e-05,0,0,2.24e-05,1.23e-05,0.000249907,0.000108995,0.000175608,0,0,0,8.95e-05,0.000136239
"504","DSP","ENSG00000096696","grey",1.42e-05,8.87e-05,3.58e-05,3.37e-05,3.93e-05,7.4e-05,0.00010017,0,0,1.75e-05,1.12e-05,0.000210906,9.3e-05,0.00015974,0,4.34e-06,0,9.34e-05,0.000147071
"505","DST","ENSG00000151914","grey",3.32e-06,6.58e-06,4.31e-06,5.13e-06,4.09e-06,3.84e-06,3.03e-06,3.32e-06,2.85e-06,5.86e-06,6.86e-06,4.81e-06,5.63e-06,3.26e-06,5.24e-06,5.05e-06,6.53e-06,4.78e-06,3.98e-06
"506","DSTN","ENSG00000125868","black",0.000308478,0.00031767,0.000581648,0.000579971,0.000292639,0.000472324,0.000298205,0.000224842,0.000274541,0.000425679,0.000435979,0.000188514,0.000198841,0.00042377,0.00022323,0.000289571,0.000255163,0.000245171,0.000308975
"507","DTNA","ENSG00000134769","grey",2.53e-05,2.35e-05,1.27e-05,2.64e-05,3.5e-05,4.01e-05,3.68e-05,3.54e-05,4.21e-05,2.84e-05,2.18e-05,2.47e-05,3.06e-05,2.11e-05,3.01e-05,3.07e-05,3.72e-05,3.82e-05,3.01e-05
"508","DUSP3","ENSG00000108861","black",0,0.000437621,0.000179583,0.000170701,0,0.000144686,5.54e-05,0.000102927,0.000279938,8.52e-05,0.000178294,0,0,8.99e-05,0,0,0,0,0
"509","DYNC1H1","ENSG00000197102","black",6.47e-05,0.000227666,0.000125367,0.000135646,8.13e-05,0.000195187,0.000120329,0.000133875,7.36e-05,0.000149937,0.000170521,6.46e-05,4.07e-05,0.000123677,8.15e-05,0.000106468,0.000107842,0.000120575,0.000118733
"510","DYNC1I1","ENSG00000158560","black",1.83e-05,8.9e-05,2.7e-05,5.11e-05,2.31e-05,3.97e-05,2.17e-05,4.02e-05,2.47e-05,2.9e-05,4.04e-05,2.46e-05,1.85e-05,2.03e-05,0,0,0,0,0
"511","DYNC1I2","ENSG00000292102","grey",1.4e-05,2.08e-05,1.77e-05,1.9e-05,0,5.01e-05,2.71e-05,3.65e-05,1.99e-05,2.24e-05,2.76e-05,2.06e-05,1.74e-05,2.39e-05,2.54e-05,2.56e-05,2.2e-05,3.92e-05,3.19e-05
"512","DYNC1LI1","ENSG00000144635","black",0,3.51e-05,2.92e-05,2.54e-05,0,2.67e-05,0,1.69e-05,0,1.37e-05,2.08e-05,0,0,0,0,0,0,0,0
"513","DYNC1LI2","ENSG00000135720","grey",4.34e-05,6.41e-05,5.06e-05,5.75e-05,3.5e-05,7.55e-05,5.62e-05,6.74e-05,3.83e-05,4.75e-05,5.73e-05,4.26e-05,3.9e-05,3.77e-05,4.93e-05,7.58e-05,5.63e-05,6.44e-05,6.02e-05
"514","ECE1","ENSG00000117298","turquoise",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18e-05,2.62e-05,2.06e-05,1.75e-05,2.8e-05
